rowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
333,89413530,Taylor,406,Italy,Female,44,9,59141.24,3,0,1,95444.61,0
334,93167709,Moore,703,Netherlands,Female,28,5,155779.37,4,1,0,131234.27,0
335,53543169,Williams,738,Spain,Male,68,9,88193.3,3,1,1,104326.16,1
336,81082259,Davis,700,Italy,Male,23,3,38280.27,2,1,1,120942.82,0
337,82342011,Wilson,745,Italy,Male,29,9,6327.0,4,0,0,124518.5,0
338,85394424,Williams,734,Germany,Male,38,2,137975.62,4,1,1,130731.17,1
339,64591449,Wilson,536,France,Male,56,8,165175.22,3,1,1,37186.76,0
340,50782053,Williams,368,Netherlands,Male,33,2,161445.8,2,1,1,28355.13,0
341,16243698,Williams,634,Italy,Female,18,7,113596.27,3,0,1,71105.72,0
342,37527449,Wilson,673,Germany,Male,45,4,197519.16,1,1,1,22256.67,0
343,47593445,Anderson,485,Netherlands,Male,62,0,9034.74,4,0,0,147925.88,0
344,60414970,Wilson,339,Netherlands,Female,61,1,71220.76,2,1,0,148797.15,1
345,16445791,Johnson,486,France,Male,31,5,72979.08,4,1,1,134953.45,0
346,75606704,Jones,837,France,Female,50,3,138051.87,2,1,1,39660.29,0
347,11283368,Brown,376,Netherlands,Female,31,3,139024.24,3,1,1,68953.22,0
348,95848212,Brown,380,Germany,Female,34,7,91378.11,3,0,0,73109.65,0
349,82902241,Smith,666,Germany,Male,44,2,22550.49,3,1,1,34271.56,0
350,40053327,Miller,810,Netherlands,Male,46,7,7864.9,1,0,0,98915.73,0
351,94559221,Johnson,379,Germany,Male,61,10,103371.22,2,1,0,137253.84,1
352,35652573,Williams,441,Italy,Male,37,4,166782.07,2,0,0,58022.63,1
353,99426974,Johnson,508,Spain,Male,43,2,6755.77,2,1,1,132178.83,0
354,15672033,Martinez,324,Germany,Male,23,0,188318.12,2,1,0,121311.0,1
355,25217171,Davis,644,Italy,Male,49,8,183438.0,1,1,1,148930.17,0
356,66808064,Wilson,571,Italy,Female,36,8,160845.54,2,1,1,131404.93,0
357,40963314,Martin,775,Netherlands,Female,57,10,121996.7,2,1,1,77724.02,0
358,92722370,Johnson,346,Italy,Male,22,6,61447.34,2,0,0,79644.07,0
359,64525520,Hernandez,576,Italy,Female,45,0,12399.81,1,0,1,91099.63,0
360,46392104,Davis,530,Italy,Male,25,8,91826.32,3,1,1,57687.27,0
361,87999870,Anderson,757,Italy,Male,68,6,236202.29,1,1,1,87273.26,0
362,62648274,Wilson,336,Spain,Female,40,0,234042.45,4,0,1,90587.16,0
363,34125356,Jones,650,Netherlands,Male,47,1,33507.82,4,0,0,104823.77,1
364,10588113,Moore,464,Netherlands,Female,50,7,119862.66,3,1,0,65681.27,0
365,85977378,Davis,747,Italy,Female,31,10,104569.4,3,1,0,107367.77,0
366,19514730,Miller,787,Germany,Female,60,2,23337.4,2,0,0,64135.71,0
367,14806485,Williams,523,Spain,Male,19,6,104916.7,4,0,1,133005.83,0
368,64952236,Smith,538,France,Female,57,1,5734.7,3,0,0,24700.46,0
369,40159895,Brown,836,Germany,Female,51,1,110684.64,3,1,1,123512.42,0
370,89946128,Wilson,578,Italy,Female,48,0,70823.93,4,0,0,36739.35,1
371,86771521,Taylor,520,Netherlands,Female,27,2,114408.27,4,0,0,37904.32,0
372,20942102,Anderson,439,Italy,Male,36,6,121182.57,2,0,0,49810.25,0
373,41816229,Smith,690,Italy,Female,49,5,32361.59,4,1,1,43715.4,0
374,81377075,Jones,458,Italy,Female,47,10,7710.24,1,0,0,129396.82,0
375,29606204,Hernandez,672,Germany,Male,43,5,14708.82,4,1,1,30691.29,0
376,12978119,Wilson,767,Italy,Female,27,2,160361.17,2,1,1,92645.09,0
377,51949719,Brown,378,Netherlands,Female,33,3,90183.19,3,0,1,54349.88,0
378,52376918,Brown,752,France,Female,61,7,219578.28,3,0,0,92262.56,0
379,27701591,Johnson,733,Spain,Male,59,2,7518.94,2,0,1,86408.31,0
380,70482345,Miller,823,Netherlands,Male,58,4,114797.91,2,0,1,97800.22,0
381,58058346,Garcia,614,Germany,Male,23,9,7100.96,2,0,0,143844.07,1
382,48113305,Anderson,701,France,Female,58,4,84193.28,3,1,0,31903.33,1
383,42417251,Hernandez,771,France,Male,50,2,190479.28,3,0,0,29386.09,0
384,86771801,Miller,578,Germany,Female,40,5,113617.9,2,1,0,98620.54,0
385,85786093,Miller,625,Netherlands,Male,37,7,174957.2,2,0,0,93677.77,1
386,46682073,Miller,371,Netherlands,Female,51,4,219242.83,2,1,0,43699.85,1
387,72623421,Smith,392,Germany,Female,49,5,2292.54,3,1,1,67307.53,0
388,65785039,Moore,654,Italy,Male,59,0,203190.06,4,0,1,124111.37,0
389,19803664,Martin,429,Spain,Female,23,1,71684.06,4,0,1,69341.14,0
390,97105413,Miller,429,Italy,Female,44,4,150458.71,3,0,1,42753.58,0
391,71336433,Johnson,551,Netherlands,Female,24,7,59695.55,3,0,1,131794.62,0
392,98637209,Hernandez,745,Italy,Male,28,6,49980.09,2,0,0,61567.93,0
393,25086208,Martinez,600,France,Female,30,10,203459.44,3,1,0,42020.67,0
394,33928240,Martin,763,Spain,Male,41,10,210115.09,4,1,0,136292.6,0
395,38954147,Brown,366,Spain,Male,21,5,188106.15,1,1,0,54730.01,0
396,64486492,Martinez,738,Spain,Female,57,4,159044.56,4,0,1,62503.78,0
397,51230593,Miller,342,Netherlands,Male,20,9,112503.71,4,1,1,128862.74,1
398,45351753,Davis,315,Spain,Female,60,5,102069.65,3,0,1,104853.85,0
399,85854200,Garcia,838,France,Female,27,5,185062.3,3,0,0,123118.5,1
400,60697128,Davis,533,Spain,Male,25,8,64320.78,4,0,0,138250.61,0
401,52398783,Smith,752,France,Male,63,9,102657.62,1,0,1,105431.59,1
402,79223485,Garcia,362,France,Female,49,4,52380.21,1,0,1,116430.19,1
403,23542350,Brown,847,Netherlands,Female,34,3,204414.03,3,0,1,41341.78,1
404,71070243,Moore,719,France,Male,46,2,160063.73,1,0,1,59308.06,0
405,77119279,Williams,765,Italy,Female,37,6,217237.75,2,0,0,84097.78,0
406,44630154,Davis,507,Netherlands,Female,39,3,68518.59,2,1,0,119904.92,0
407,82637983,Moore,307,Germany,Male,21,5,244039.91,4,1,1,27553.52,1
408,75345096,Martinez,628,Germany,Male,18,9,33416.89,1,0,1,94680.42,0
409,23597998,Williams,542,France,Male,66,7,86458.95,1,0,0,122916.56,0
410,47402850,Williams,662,Italy,Female,54,0,38523.69,2,0,0,49112.1,0
411,94374274,Smith,738,France,Male,34,8,16788.39,3,0,1,87285.92,0
412,59859393,Martinez,331,France,Female,54,5,145020.68,2,1,1,45399.07,0
413,45140047,Anderson,313,Germany,Female,42,2,201840.06,2,0,0,145048.32,1
414,97133580,Brown,414,France,Male,32,8,194068.99,4,0,0,64552.72,0
415,86506109,Hernandez,332,Germany,Female,53,7,181490.92,2,0,1,54876.74,0
416,81991990,Taylor,632,Italy,Female,33,3,140343.05,2,0,0,44337.36,0
417,89794507,Wilson,360,Germany,Female,57,9,65448.1,1,1,1,93617.92,1
418,35350508,Smith,667,Italy,Female,20,8,175930.2,2,1,0,132655.3,1
419,85071783,Anderson,443,Spain,Male,53,3,98321.24,4,0,1,48980.16,0
420,84787545,Anderson,351,Netherlands,Female,62,2,36230.7,4,1,1,42717.02,0
421,96766249,Martin,559,Netherlands,Male,36,6,173101.97,3,1,1,66196.07,0
422,62593526,Anderson,441,France,Male,36,10,232746.88,4,0,1,38282.99,0
423,94221859,Brown,588,France,Male,56,6,91459.5,3,0,0,141225.5,0
424,27633044,Johnson,558,France,Female,22,10,148796.76,1,1,1,57488.61,0
425,71955807,Jones,633,France,Female,65,10,15340.86,3,0,0,86762.93,0
426,64036474,Taylor,842,Spain,Female,60,8,56057.54,1,0,0,90556.9,1
427,17657763,Miller,302,France,Female,29,6,125629.02,1,1,1,142357.18,0
428,29677802,Taylor,362,Germany,Female,19,6,193285.26,3,0,0,23898.85,0
429,39942544,Williams,757,Netherlands,Female,44,0,108812.87,1,0,0,91181.26,0
430,22184536,Smith,672,Netherlands,Male,67,4,245334.21,2,0,1,144612.67,0
431,39974177,Hernandez,393,Italy,Female,21,9,132993.02,1,0,0,83162.62,1
432,66877718,Moore,607,Italy,Male,39,3,13849.8,2,1,0,142293.34,0
433,99820610,Williams,528,Netherlands,Female,54,9,215337.57,4,1,1,94164.4,1
434,18420706,Jones,646,Germany,Female,62,4,44672.94,2,0,1,123524.25,1
435,65580712,Brown,630,Italy,Female,28,6,198818.97,2,1,1,51346.38,0
436,24850522,Smith,849,Germany,Female,18,0,188019.28,1,1,1,128592.77,1
437,62845391,Williams,802,Netherlands,Female,20,5,10246.46,3,1,1,114701.42,0
438,44970563,Brown,512,Germany,Male,31,2,68764.01,1,0,1,24404.29,0
439,93757444,Brown,355,Germany,Male,44,9,230031.76,4,0,0,28184.77,0
440,75645320,Anderson,354,Germany,Female,24,10,218430.03,3,0,1,100200.43,0
441,91104598,Williams,707,Netherlands,Female,31,8,188975.41,2,0,0,123433.57,1
442,25463403,Jones,522,Italy,Female,58,3,43115.65,4,0,1,105277.88,0
443,43842067,Anderson,326,Germany,Female,62,9,233682.68,1,1,0,126096.47,1
444,99317219,Taylor,558,France,Male,21,4,239727.3,4,1,0,113427.19,1
445,68303918,Garcia,763,Italy,Female,44,10,242019.79,1,0,0,87361.67,1
446,62239249,Miller,315,Netherlands,Female,43,7,190602.82,3,0,1,111117.92,0
447,81746043,Miller,708,France,Female,68,2,30164.23,2,0,0,79504.06,0
448,91344001,Miller,355,Italy,Female,38,10,145855.92,1,1,1,130185.77,0
449,15527086,Miller,727,Germany,Female,67,1,166944.77,1,1,1,97594.18,0
450,68331131,Wilson,367,France,Male,23,10,4928.25,2,0,0,31508.93,0
451,66866423,Smith,774,Italy,Female,28,4,165419.44,3,1,1,85176.53,1
452,82297814,Jones,469,France,Female,51,8,1429.96,3,1,0,73226.97,0
453,20263193,Jones,487,France,Female,64,3,19915.17,1,0,0,43754.78,0
454,69104503,Smith,432,Spain,Male,21,2,192371.79,2,1,1,25769.91,1
455,10384164,Martinez,766,France,Male,26,0,11546.87,3,0,0,124414.11,0
456,52484145,Martinez,406,Spain,Male,31,3,117023.09,1,0,1,114841.76,1
457,52509141,Garcia,596,Germany,Female,44,0,196677.56,4,1,0,83963.23,0
458,24653363,Wilson,833,Netherlands,Female,40,4,115161.39,4,1,1,62106.9,1
459,65788056,Garcia,696,Spain,Male,50,7,68934.72,3,1,0,89353.74,0
460,22052482,Martin,450,Germany,Male,58,10,138176.83,3,0,0,111828.32,0
461,73752517,Anderson,521,Italy,Female,38,2,163950.15,1,0,1,75873.71,0
462,52982291,Martinez,469,Germany,Female,58,1,27577.06,4,1,1,24305.36,0
463,37443234,Davis,348,Spain,Female,49,4,121686.75,3,1,0,95265.08,0
464,15620940,Johnson,823,Italy,Male,26,10,76141.96,3,1,1,90030.35,1
465,28188641,Johnson,398,Italy,Male,37,10,82034.22,2,1,1,86228.84,0
466,21569300,Johnson,323,Germany,Female,40,8,184249.41,1,0,0,124002.86,0
467,83160213,Moore,766,Italy,Female,35,0,202110.05,3,1,1,24419.5,0
468,18994372,Martinez,841,Spain,Female,19,0,19709.2,1,1,1,99575.02,0
469,10239075,Williams,404,Italy,Female,61,8,118397.22,3,0,1,98984.51,1
470,90223969,Taylor,647,Italy,Male,49,5,88491.37,1,0,0,80520.35,0
471,15902721,Martinez,536,Netherlands,Male,34,1,105043.7,2,0,1,29381.41,0
472,31079387,Moore,379,France,Female,49,1,64809.36,1,1,0,71807.86,0
473,78059891,Jones,532,France,Female,22,10,153651.47,1,1,1,114485.82,0
474,22577919,Jones,710,Spain,Female,68,10,31122.2,1,0,1,97612.04,0
475,95327741,Taylor,480,Spain,Male,43,6,186338.51,1,0,1,107484.96,0
476,96473601,Brown,538,Spain,Female,68,10,23131.63,4,1,0,50160.35,1
477,76342780,Martinez,781,Germany,Female,60,3,40735.53,3,1,0,72251.94,0
478,95823099,Brown,570,France,Male,47,7,233708.31,2,1,0,72533.82,1
479,20947497,Wilson,710,Italy,Male,57,9,73204.85,4,0,1,59908.22,0
480,95727743,Williams,417,France,Female,43,3,126042.51,2,1,1,27936.27,0
481,10982852,Moore,716,Netherlands,Female,69,0,230244.71,3,0,0,36957.06,0
482,83857957,Davis,700,Germany,Male,47,1,207876.45,1,1,0,77807.7,0
483,20453317,Taylor,323,Spain,Female,52,0,10914.61,2,1,1,122722.77,0
484,41872185,Garcia,506,France,Female,46,0,74749.06,3,1,1,131838.02,0
485,23417087,Hernandez,410,France,Male,25,0,172944.66,3,1,1,74614.66,0
486,82626369,Davis,615,Netherlands,Male,22,6,157195.18,4,1,0,26982.1,1
487,61035019,Smith,526,Netherlands,Female,38,2,180430.52,3,0,0,142066.85,1
488,28683991,Moore,766,France,Female,56,9,90181.12,2,0,1,71748.5,1
489,53633371,Taylor,709,Spain,Female,32,2,126078.55,1,0,1,74161.03,0
490,43962797,Miller,449,Netherlands,Female,37,4,188294.88,3,0,0,146095.23,0
491,79889937,Hernandez,460,Spain,Female,40,10,127996.99,3,1,0,137377.84,0
492,84382791,Davis,443,Germany,Male,20,4,138006.46,4,1,0,130095.42,1
493,12909749,Johnson,779,France,Female,37,0,125782.55,2,0,0,55513.23,0
494,59732569,Brown,589,Italy,Male,32,0,172345.1,4,0,1,24828.62,0
495,39290482,Miller,591,France,Male,22,0,247304.72,1,1,0,77502.93,0
496,70895627,Anderson,601,Germany,Female,47,10,43284.82,3,0,0,37090.57,0
497,44009061,Moore,679,Germany,Male,51,7,236606.62,2,0,1,145016.09,1
498,41665811,Hernandez,779,France,Female,19,10,138075.75,4,0,1,105849.89,0
499,46758606,Garcia,384,Germany,Female,58,5,16837.55,3,0,1,52414.02,0
500,52767173,Wilson,445,Netherlands,Female,59,8,152139.73,2,1,0,103578.67,0
501,20553318,Anderson,626,Spain,Female,45,2,233169.8,3,0,1,148888.2,1
502,77569805,Jones,840,Germany,Male,26,10,195686.89,1,1,0,116876.08,0
503,39093728,Wilson,411,Netherlands,Male,21,4,215644.98,2,1,0,56366.59,0
504,71626317,Johnson,344,France,Female,27,7,38311.2,1,0,1,129133.75,0
505,47474809,Miller,492,Italy,Male,31,10,210511.03,2,0,1,29545.26,1
506,32955336,Martin,422,Spain,Male,52,7,66534.76,1,1,0,52928.96,1
507,51545480,Martinez,743,France,Male,64,5,69466.33,1,1,0,120724.14,0
508,43404552,Garcia,809,Italy,Male,21,6,139399.8,4,0,0,120719.57,0
509,97666529,Davis,606,Spain,Female,61,2,137223.85,1,1,1,64918.29,1
510,63131910,Garcia,630,France,Female,20,2,36246.19,2,1,1,64777.0,0
511,81078740,Jones,305,Germany,Female,24,6,39610.53,1,0,0,91291.64,0
512,13828207,Hernandez,632,Germany,Male,30,1,135182.99,4,1,0,38497.26,0
513,86661887,Brown,648,France,Male,69,3,208403.88,1,1,1,137725.45,0
514,78399737,Garcia,674,Spain,Female,65,1,232642.01,4,1,0,129242.71,0
515,41628479,Hernandez,539,Italy,Male,18,0,204039.34,4,1,0,21316.52,1
516,32678131,Brown,485,France,Male,24,3,236062.38,2,0,0,101176.5,0
517,52077323,Davis,321,Spain,Female,30,8,10703.79,4,1,0,54852.28,0
518,32422904,Garcia,801,Germany,Male,25,2,22536.57,4,0,0,52096.59,1
519,63839755,Wilson,809,Italy,Female,31,1,203802.31,4,1,1,78631.2,0
520,25527974,Taylor,535,Spain,Female,19,10,26357.44,1,0,0,145810.13,0
521,30082400,Martin,601,Netherlands,Male,39,6,248333.22,4,1,1,59155.07,0
522,90843210,Hernandez,552,Germany,Female,50,5,110019.65,4,1,0,71311.83,0
523,95440720,Williams,323,Italy,Male,33,6,114378.77,4,0,0,107990.68,0
524,53680536,Taylor,497,France,Female,22,3,200873.17,1,1,0,32014.87,0
525,47988785,Taylor,674,France,Male,43,3,30889.57,1,1,1,112967.56,1
526,19024966,Davis,423,Italy,Female,49,10,5682.29,3,0,1,104188.12,0
527,87066495,Wilson,379,Italy,Male,67,0,193041.71,4,1,1,117327.75,0
528,92756161,Martin,661,Germany,Male,35,4,90365.6,3,0,0,116905.09,1
529,69263421,Jones,473,Spain,Female,21,5,84032.89,4,1,0,54650.04,0
530,68728762,Davis,765,Netherlands,Female,22,8,54439.18,1,0,0,86813.92,0
531,96745771,Johnson,632,Germany,Male,55,6,151297.01,2,1,1,55388.03,1
532,87207606,Johnson,470,Germany,Female,30,10,238896.3,1,1,0,61934.69,0
533,67500348,Moore,323,Germany,Male,55,6,203700.92,4,0,0,147642.25,0
534,77850168,Hernandez,578,Italy,Female,20,1,207079.48,2,0,1,29519.62,0
535,73688712,Martin,798,Italy,Female,37,0,238772.67,3,1,1,36063.93,0
536,38798699,Johnson,819,France,Female,61,8,168940.47,3,1,1,117567.04,0
537,22523766,Martinez,458,Germany,Female,20,2,31052.28,3,0,1,87706.88,0
538,38395812,Moore,319,Netherlands,Female,49,5,61060.95,4,0,0,116311.53,1
539,81786699,Garcia,440,France,Female,56,5,114574.76,1,0,0,47560.32,1
540,98630190,Jones,520,Netherlands,Male,65,1,189253.11,1,1,0,132123.61,0
541,23933190,Johnson,790,France,Female,55,4,190516.82,2,0,1,73192.25,0
542,44175151,Hernandez,456,Germany,Female,50,10,228196.12,2,0,1,129467.18,1
543,69149866,Smith,723,Netherlands,Female,61,8,140854.06,4,1,0,78595.38,1
544,28753574,Garcia,848,Netherlands,Male,51,5,61062.77,3,1,1,23238.7,0
545,74099282,Wilson,579,Netherlands,Female,55,7,72598.94,3,1,1,92358.01,0
546,70968256,Garcia,595,Spain,Female,37,0,226026.42,1,0,1,46615.38,0
547,17134945,Miller,718,Netherlands,Female,68,2,31876.74,3,1,0,45140.62,0
548,34847873,Martinez,442,Italy,Female,35,4,40288.73,1,0,1,63370.21,0
549,14566295,Johnson,828,Spain,Female,41,3,61950.28,4,1,1,40823.09,0
550,24422229,Johnson,368,Germany,Female,60,9,129380.25,3,1,1,29819.89,0
551,68902572,Hernandez,399,Spain,Female,54,6,115178.29,3,1,1,58570.44,0
552,84379150,Johnson,598,Italy,Male,61,8,29713.64,3,1,1,115272.31,1
553,83128781,Jones,564,Germany,Female,45,10,44494.98,1,1,0,46241.55,0
554,31036339,Brown,791,Spain,Female,59,2,207748.47,3,0,1,89223.1,0
555,52840726,Johnson,538,Spain,Male,30,2,240916.02,1,0,0,118077.9,1
556,65299981,Davis,680,Germany,Male,56,9,113845.34,4,1,1,75220.53,1
557,25830181,Martinez,849,Italy,Male,68,5,111557.04,3,1,0,22456.98,0
558,84516685,Taylor,411,Germany,Female,62,9,207172.4,1,0,0,28287.59,0
559,16310331,Miller,831,France,Male,51,0,184427.85,2,0,0,50040.51,0
560,74759215,Miller,530,Italy,Male,68,0,97841.8,4,0,1,68383.84,0
561,99386024,Miller,740,Italy,Female,52,7,96702.68,3,0,1,68809.51,0
562,51501635,Miller,523,Germany,Male,34,5,35464.05,1,1,0,102362.49,1
563,35030360,Moore,394,Germany,Male,38,5,62937.64,1,0,1,139412.01,0
564,66125180,Williams,574,Spain,Male,18,3,6147.83,2,1,1,127624.78,0
565,46111946,Taylor,744,France,Female,18,6,144199.95,4,0,0,90645.04,0
566,92782702,Martin,602,France,Male,22,2,153243.34,2,0,0,138002.26,0
567,81196442,Miller,770,Spain,Female,31,6,40260.0,2,0,1,130583.29,1
568,98171847,Martinez,811,France,Female,37,2,202384.45,1,0,0,39069.63,0
569,10178839,Garcia,572,Italy,Female,64,9,218741.03,4,0,1,57340.7,0
570,31368742,Wilson,331,France,Male,39,8,215203.29,2,1,1,104510.69,0
571,67835574,Jones,833,Spain,Male,60,9,3476.15,1,1,0,99066.11,0
572,79126256,Martin,735,Germany,Male,69,0,113385.36,2,1,1,83731.06,1
573,26526998,Moore,515,France,Male,36,6,198258.12,1,0,0,47440.92,0
574,90047269,Hernandez,658,Italy,Female,53,0,114348.04,2,0,0,79503.64,1
575,90019504,Brown,375,France,Female,59,3,125666.68,4,0,1,107295.72,0
576,41908095,Williams,357,France,Female,24,6,129583.49,3,0,0,37547.03,1
577,43147219,Johnson,478,Italy,Male,20,7,13206.29,3,1,0,100023.91,0
578,94389002,Anderson,636,Italy,Male,60,3,204743.76,4,0,0,139247.71,0
579,70533631,Miller,546,Spain,Female,45,5,240599.31,2,0,0,39257.6,0
580,90044945,Wilson,408,Netherlands,Female,26,1,84077.27,3,1,1,94407.75,0
581,84959228,Garcia,706,France,Female,38,3,225095.97,4,1,1,87364.44,1
582,85901447,Wilson,326,Netherlands,Male,34,1,76474.61,3,0,1,117647.77,0
583,53473525,Garcia,772,Germany,Male,44,8,235446.22,3,0,1,129356.05,0
584,95823051,Hernandez,771,Italy,Male,69,6,211490.44,4,0,0,118327.07,0
585,76054579,Williams,393,Italy,Male,62,9,236336.6,2,0,0,59586.94,1
586,63469225,Jones,408,Italy,Male,48,1,141130.51,4,1,0,55388.35,1
587,24372909,Taylor,460,Spain,Male,67,5,218177.9,2,0,0,133800.43,0
588,23973139,Williams,447,Italy,Male,67,3,101565.48,2,1,1,20315.38,0
589,76437512,Martinez,353,Italy,Male,43,7,159845.59,4,0,1,140425.4,0
590,25175505,Brown,702,Germany,Male,40,8,28708.38,3,1,1,110780.54,0
591,24762133,Moore,370,Netherlands,Male,21,7,22418.91,4,0,0,39215.07,0
592,58301143,Johnson,526,Germany,Male,38,5,203011.24,1,0,0,32083.93,0
593,59216055,Smith,574,Germany,Female,35,1,192084.83,4,1,1,58679.47,0
594,83385568,Anderson,686,Italy,Male,62,9,126086.44,3,0,0,114166.95,0
595,63448996,Miller,387,Netherlands,Female,62,0,11308.45,4,0,1,132364.87,0
596,34896634,Jones,322,Netherlands,Female,41,6,15301.57,4,0,0,93900.82,0
597,55724715,Hernandez,764,Germany,Female,62,8,243145.56,3,1,1,23887.93,0
598,71942550,Wilson,726,France,Female,51,6,154808.63,2,1,1,129160.07,1
599,62753819,Jones,829,Spain,Male,58,6,46537.59,4,1,1,136614.52,0
600,67792926,Davis,327,Germany,Male,65,9,223281.43,4,0,1,52891.33,0
601,43713761,Davis,587,Germany,Female,24,1,216638.17,1,0,1,96420.29,0
602,46402050,Taylor,344,Germany,Male,57,5,75184.08,4,0,0,97456.38,0
603,74702029,Jones,696,Germany,Male,49,8,139054.68,1,0,0,128763.05,0
604,80359956,Taylor,810,Netherlands,Male,27,2,132329.92,2,1,0,92571.44,0
605,37147630,Johnson,663,Spain,Female,27,6,142367.02,1,1,0,59918.46,0
606,40157615,Hernandez,401,Netherlands,Female,46,0,186445.44,1,1,0,51507.3,0
607,40100716,Garcia,690,Netherlands,Female,64,3,49256.32,1,0,1,32913.97,1
608,11762828,Taylor,791,Italy,Male,40,5,172054.29,4,1,0,105007.71,0
609,69884661,Hernandez,646,France,Male,61,8,213908.18,4,0,0,109784.04,0
610,80517689,Brown,827,France,Female,55,6,173528.43,1,1,1,103196.81,0
611,81329660,Miller,808,Germany,Female,21,6,160067.28,3,1,0,85649.55,0
612,19548191,Martinez,495,Germany,Male,55,1,29842.26,3,1,1,66225.24,0
613,47816500,Johnson,487,Germany,Female,28,2,140960.87,2,0,0,90318.65,0
614,96463991,Taylor,641,Italy,Female,55,8,189037.73,4,1,0,120567.07,1
615,13069617,Taylor,846,Spain,Male,67,6,241416.9,2,1,1,138958.44,0
616,97330956,Hernandez,575,Germany,Male,54,7,143957.16,3,1,1,131019.22,1
617,64421455,Moore,347,Netherlands,Female,22,5,60084.89,3,0,0,61063.44,1
618,97072933,Brown,789,Netherlands,Male,48,8,174537.04,2,0,1,74422.7,1
619,18470274,Davis,589,Germany,Female,39,9,1297.73,1,0,0,139169.29,0
620,74930111,Brown,573,Spain,Male,66,7,99287.76,4,1,1,114976.38,0
621,96979264,Hernandez,390,Italy,Male,62,5,34572.08,4,0,0,66497.0,0
622,19074913,Williams,779,Italy,Male,26,4,36275.13,1,0,0,42199.82,0
623,89432878,Martin,394,Germany,Male,66,6,73775.16,4,1,0,94615.06,1
624,37875698,Jones,338,Spain,Male,69,3,222137.35,2,0,1,120161.96,0
625,46668379,Miller,561,Italy,Female,37,6,104675.21,2,1,1,31148.45,0
626,66783990,Miller,793,Germany,Male,38,10,36193.74,3,1,1,59551.8,0
627,90287843,Moore,620,France,Female,41,9,61293.42,2,0,0,60680.18,0
628,81843298,Hernandez,632,Italy,Female,20,3,200483.02,3,0,0,84154.52,1
629,76865096,Johnson,341,France,Male,32,9,75917.15,4,0,1,98772.33,1
630,43325696,Smith,776,Spain,Male,35,1,10288.92,2,0,0,149261.98,0
631,88232714,Garcia,744,France,Male,42,2,157090.09,1,1,1,125827.51,0
632,54548251,Davis,698,Spain,Female,21,0,71230.46,4,1,1,47829.67,0
633,18379921,Hernandez,742,Netherlands,Female,45,2,82962.27,1,0,1,92791.15,1
634,92260096,Smith,389,Germany,Female,26,0,100540.92,4,1,0,110907.68,0
635,75527442,Johnson,686,Italy,Female,52,3,22195.24,3,1,1,58662.72,0
636,58016365,Johnson,576,Italy,Male,19,0,199188.94,2,1,0,67967.87,0
637,53585261,Hernandez,510,Italy,Female,60,6,127841.07,2,1,1,116739.7,1
638,36488548,Garcia,703,Germany,Male,21,4,56951.84,4,0,1,98469.01,1
639,15285032,Brown,380,Spain,Female,61,1,127913.69,3,1,0,22333.44,1
640,74441561,Moore,448,Germany,Female,42,1,14331.36,3,0,0,26025.72,1
641,43037126,Moore,750,Netherlands,Male,55,2,244319.04,4,1,1,21815.15,0
642,51622255,Martinez,315,Spain,Female,61,5,242309.48,1,1,0,143324.18,0
643,49598099,Martin,825,Germany,Male,69,10,245515.22,2,1,1,45412.42,0
